tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
reggae,Reggae,2006,238973,0.635,0.837,11,-4.449,0,0.241,0.0967,0.0,0.559,0.679,168.108,4
reggae,Reggae,2008,152720,0.798,0.687,8,-8.756,0,0.0444,0.066,0.945,0.0548,0.925,133.11,4
"metal, reggae, nu_metal",Rock,2007,183520,0.485,0.99,1,-3.019,1,0.164,0.0126,6.66e-05,0.339,0.636,188.141,4
reggae,Reggae,2009,318426,0.75,0.627,2,-9.559,1,0.0374,0.149,0.000306,0.139,0.673,121.877,4
reggae,Country,2006,213133,0.608,0.827,0,-4.848,0,0.242,0.122,0.0,0.176,0.964,78.524,4
reggae,Metal,2004,228826,0.851,0.676,8,-7.439,1,0.294,0.581,0.0,0.151,0.519,127.814,4
"reggae, polish",Reggae,2005,207213,0.839,0.731,5,-6.74,1,0.371,0.169,0.0,0.219,0.861,95.068,4
reggae,Blues,2002,235360,0.629,0.901,7,-3.715,1,0.36,0.378,0.0,0.296,0.543,177.162,4
"electronic, reggae, techno, lounge",Electronic,2005,256266,0.761,0.788,2,-7.965,1,0.309,0.0827,0.827,0.0921,0.662,102.979,4
reggae,Latin,2017,279248,0.835,0.755,5,-5.921,1,0.0414,0.016,9.13e-05,0.0506,0.911,146.027,4
reggae,Rock,1998,254813,0.681,0.545,10,-10.558,0,0.126,0.112,3.37e-06,0.059,0.791,171.509,4
reggae,Reggae,1991,201706,0.82,0.349,10,-10.908,0,0.144,0.0721,0.0,0.0362,0.651,85.568,4
"reggae, ska",Reggae,2011,155986,0.844,0.343,10,-11.758,1,0.168,0.466,0.000418,0.132,0.642,77.941,4
reggae,Reggae,2007,226613,0.494,0.913,5,-3.574,1,0.32,0.000413,2.5e-05,0.372,0.931,153.814,5
"reggae, french",Reggae,2003,227506,0.813,0.767,6,-5.321,1,0.0641,0.547,0.0,0.0787,0.965,138.27,4
"reggae, ska",Reggae,1995,139306,0.739,0.501,5,-9.22,1,0.0729,0.514,1.22e-06,0.126,0.79,140.095,4
reggae,Reggae,2003,287893,0.86,0.432,2,-8.529,0,0.0609,0.213,0.0,0.19,0.575,117.007,4
"reggae, polish",Reggae,2005,201893,0.884,0.662,4,-5.133,1,0.268,0.0934,0.0,0.0395,0.877,155.051,4
reggae,Electronic,2007,374373,0.647,0.899,6,-3.628,0,0.0583,0.0158,0.000621,0.224,0.285,144.098,4
"reggae, ska",Reggae,1992,213506,0.784,0.419,0,-9.338,1,0.0542,0.0562,0.184,0.0713,0.601,81.856,4
reggae,Reggae,2003,271253,0.759,0.679,6,-8.672,0,0.0294,0.0197,6.49e-06,0.765,0.917,134.018,4
"rock, reggae, nu_metal",Electronic,2007,238613,0.535,0.851,0,-5.53,1,0.246,0.0027,0.0,0.395,0.591,96.634,4
reggae,Reggae,2001,240266,0.777,0.517,4,-10.633,1,0.0606,0.196,0.298,0.152,0.96,78.357,4
"reggae, polish",Reggae,2005,200786,0.756,0.775,7,-5.884,1,0.298,0.0965,0.0,0.541,0.723,89.904,4
reggae,Folk,1986,224226,0.908,0.455,6,-12.544,0,0.257,0.144,0.0142,0.051,0.889,129.824,4
"reggae, french",Blues,1998,406753,0.704,0.456,9,-9.693,0,0.0489,0.00263,0.812,0.097,0.477,141.929,4
reggae,Reggae,2011,194386,0.779,0.917,7,-1.362,1,0.115,0.249,1.94e-06,0.0604,0.709,127.828,4
reggae,Rock,2006,291306,0.467,0.697,2,-9.198,1,0.0281,0.000286,0.0212,0.384,0.249,98.071,4
reggae,Reggae,1977,378666,0.626,0.669,11,-7.349,0,0.169,0.0182,0.000703,0.285,0.551,79.544,4
"reggae, ska",Reggae,2007,230400,0.743,0.93,0,-5.56,1,0.0875,0.409,0.092,0.153,0.961,91.972,4
reggae,Country,2012,156000,0.732,0.434,2,-9.764,1,0.397,0.541,1.07e-05,0.129,0.344,94.448,4
"pop, reggae",Rock,2016,198280,0.739,0.769,6,-4.147,0,0.0433,0.0212,0.000718,0.136,0.702,104.009,4
"reggae, ska",Rock,2007,194093,0.856,0.823,0,-4.845,0,0.0367,0.137,0.0002,0.0838,0.969,112.039,4
reggae,Reggae,2010,199053,0.648,0.783,11,-4.748,0,0.139,0.0156,7.42e-05,0.312,0.75,153.996,4
"hip_hop, reggae",Rap,2006,222240,0.828,0.918,0,-4.326,1,0.19,0.138,0.0,0.364,0.403,106.026,4
"reggae, polish",Reggae,2007,245466,0.785,0.742,4,-6.268,0,0.141,0.0188,5.9e-06,0.0638,0.753,165.131,4
reggae,Reggae,1976,336773,0.794,0.156,9,-18.988,0,0.432,0.473,0.799,0.0886,0.719,127.43,4
reggae,Rock,2006,299853,0.795,0.659,7,-6.495,0,0.0373,0.154,0.0401,0.17,0.747,91.017,4
"house, reggae",Reggae,2009,636400,0.746,0.631,7,-12.349,0,0.0459,0.113,0.661,0.153,0.318,125.428,4
"jazz, reggae, polish",Reggae,2005,184720,0.717,0.584,5,-9.894,1,0.161,0.208,0.0,0.346,0.413,110.166,4
"rock, alternative, singer_songwriter, reggae, male_vocalists",Punk,2003,228026,0.471,0.804,4,-4.22,1,0.055,0.0223,1.71e-05,0.111,0.581,153.934,4
"alternative, alternative_rock, reggae, ska",Rock,1999,194333,0.401,0.803,9,-6.556,1,0.0509,0.000974,0.0,0.0863,0.294,147.644,4
reggae,Metal,2008,130866,0.826,0.414,9,-11.142,1,0.0566,0.0594,4.68e-06,0.0562,0.819,140.244,4
reggae,Reggae,2014,195280,0.841,0.33,0,-11.182,1,0.172,0.0327,5.09e-05,0.0698,0.546,74.08,4
reggae,Rock,2001,213160,0.778,0.625,1,-4.977,1,0.244,0.0716,0.0,0.0628,0.948,97.959,4
reggae,Reggae,2013,334553,0.667,0.536,7,-10.146,1,0.0577,0.0714,0.00149,0.917,0.45,77.577,4
reggae,Rap,2011,312106,0.51,0.721,1,-5.465,1,0.0315,0.000679,0.924,0.623,0.132,139.779,4
"reggae, ska",Reggae,2015,196573,0.797,0.697,11,-6.768,1,0.331,0.0204,0.0,0.117,0.81,170.122,4
reggae,Reggae,1993,299946,0.833,0.575,4,-9.341,0,0.238,0.232,0.0,0.139,0.807,78.689,4
"soul, reggae",Rap,2005,221226,0.709,0.689,7,-4.887,1,0.0938,0.488,7.79e-06,0.125,0.241,102.94,4
reggae,Reggae,2010,226613,0.745,0.673,7,-7.83,1,0.131,0.132,0.000833,0.797,0.523,82.169,4
reggae,Electronic,2005,221120,0.61,0.688,1,-9.083,0,0.0642,0.585,7.56e-06,0.449,0.605,168.344,4
"reggae, polish",Reggae,2007,257826,0.615,0.731,4,-6.714,0,0.0825,0.00274,2.09e-05,0.0846,0.801,170.007,4
reggae,Reggae,2005,273266,0.684,0.515,1,-9.105,0,0.029,0.0488,0.0,0.113,0.779,139.918,4
"rock, reggae, ska",Rock,2002,199760,0.508,0.745,6,-4.796,0,0.0387,0.0338,0.0,0.3,0.818,171.842,4
"reggae, french",Reggae,2003,226280,0.805,0.503,5,-6.032,0,0.0825,0.677,0.0,0.0819,0.96,120.967,3
reggae,RnB,2011,165573,0.783,0.477,0,-8.378,1,0.0929,0.49,0.0,0.207,0.933,100.755,4
reggae,Reggae,2003,191333,0.582,0.647,11,-6.109,0,0.222,0.63,0.0,0.131,0.691,169.836,4
reggae,Reggae,2002,189880,0.824,0.676,6,-5.746,1,0.218,0.0615,0.0,0.0746,0.784,154.84,4
"hip_hop, reggae",Rap,2008,232733,0.737,0.763,10,-5.652,0,0.335,0.153,0.0,0.363,0.871,156.174,4
reggae,Reggae,2008,68106,0.712,0.583,8,-7.064,1,0.0472,0.136,1.44e-06,0.145,0.778,80.386,4
"reggae, ska",Reggae,2007,146320,0.746,0.83,0,-5.709,1,0.0415,0.578,0.0015,0.333,0.971,89.974,4
reggae,Reggae,2011,200026,0.846,0.425,0,-8.201,1,0.354,0.0103,6.76e-06,0.0558,0.893,74.75,4
"rock, alternative, alternative_rock, reggae",Rock,2003,168333,0.455,0.925,7,-5.628,1,0.133,0.000165,0.000256,0.273,0.402,192.566,4
reggae,Reggae,2011,203706,0.802,0.467,4,-13.217,0,0.0957,0.0124,0.000815,0.231,0.597,136.916,4
"chillout, reggae, trip_hop, downtempo",Reggae,2004,212200,0.873,0.786,6,-5.792,0,0.11,0.162,5.89e-06,0.0559,0.52,100.215,4
"reggae, ska",Reggae,2015,237253,0.598,0.73,9,-7.505,0,0.314,0.0563,0.0,0.092,0.599,174.134,4
"rock, alternative, reggae",Rock,2012,344520,0.614,0.952,10,-5.008,0,0.0522,0.0115,0.015,0.364,0.579,115.19,4
reggae,Reggae,2014,217040,0.809,0.415,8,-12.325,0,0.0474,0.0739,0.00725,0.123,0.909,135.941,4
reggae,Reggae,2009,358200,0.726,0.447,11,-9.803,0,0.026,0.0588,0.343,0.0968,0.758,108.868,4
reggae,Reggae,2006,286240,0.675,0.435,6,-8.575,0,0.0834,0.0308,0.0,0.268,0.611,134.225,4
reggae,Rock,2017,262253,0.479,0.803,2,-3.277,0,0.0473,0.1,0.0,0.177,0.376,78.523,4
"90s, reggae",Reggae,2013,272093,0.682,0.932,1,-6.29,1,0.0312,0.00839,0.704,0.242,0.96,149.668,4
"reggae, french, ska",Reggae,2003,217893,0.794,0.524,11,-7.349,0,0.144,0.756,0.0,0.168,0.806,111.012,4
"reggae, ska",Rock,2010,159816,0.705,0.614,7,-7.516,1,0.0374,0.389,0.0,0.33,0.967,107.276,4
reggae,Reggae,2007,219600,0.552,0.697,1,-6.029,0,0.0591,0.309,0.0,0.358,0.725,148.984,4
"reggae, ska",Electronic,2013,164373,0.883,0.673,10,-6.357,1,0.181,0.438,0.00128,0.129,0.961,111.793,4
"reggae, chill",Rap,2006,201746,0.722,0.791,11,-4.411,0,0.0775,0.00166,0.0,0.113,0.406,96.961,4
reggae,Rock,2013,410373,0.854,0.441,2,-11.564,1,0.391,0.144,4.5e-06,0.135,0.733,149.029,4
"reggae, french",Reggae,2003,162253,0.92,0.572,7,-8.513,1,0.137,0.589,0.0,0.136,0.77,127.092,4
reggae,Reggae,2002,209827,0.609,0.883,7,-4.064,1,0.378,0.296,0.0,0.159,0.716,99.388,4
"rock, alternative, alternative_rock, reggae",Rock,1998,317906,0.246,0.978,4,-6.091,1,0.143,0.000134,0.000371,0.982,0.183,132.229,4
"electronic, reggae",Electronic,2007,206546,0.651,0.696,4,-10.411,1,0.0658,0.0147,0.607,0.644,0.649,120.035,4
reggae,Reggae,1989,209466,0.813,0.366,5,-15.838,1,0.263,0.0647,0.0,0.101,0.923,78.69,4
"rock, alternative, reggae",Rock,2002,355373,0.676,0.759,9,-7.787,0,0.055,0.0798,2.74e-05,0.182,0.791,138.027,3
"reggae, polish",Rock,2008,245720,0.729,0.64,4,-6.71,0,0.0539,0.252,2.3e-05,0.115,0.792,81.988,4
reggae,Reggae,2007,233093,0.616,0.655,1,-5.987,1,0.399,0.12,0.0,0.112,0.478,178.456,3
"reggae, polish",Reggae,2007,267346,0.809,0.644,9,-8.533,0,0.0984,0.0215,8.3e-05,0.0765,0.746,80.025,4
reggae,Reggae,2011,144186,0.716,0.59,10,-8.982,0,0.118,0.676,1.14e-05,0.116,0.764,93.632,4
reggae,Reggae,1992,191106,0.875,0.307,1,-13.892,0,0.177,0.0158,1.77e-05,0.168,0.817,79.301,4
reggae,Electronic,2007,195786,0.526,0.327,2,-16.059,0,0.0366,0.537,0.0,0.385,0.56,62.988,4
reggae,Reggae,2009,223800,0.86,0.507,7,-8.928,1,0.0656,0.0441,0.0175,0.332,0.971,128.603,4
reggae,Reggae,2013,141186,0.804,0.384,0,-11.865,1,0.0483,0.466,0.0,0.0694,0.961,120.221,4
reggae,Reggae,2010,213706,0.827,0.0303,10,-19.557,0,0.171,0.37,0.0333,0.103,0.211,143.208,4
"reggae, ska",Reggae,2005,275906,0.736,0.651,7,-8.486,1,0.0771,0.135,0.00423,0.0889,0.781,98.086,4
"reggae, ska",Rock,2005,384280,0.438,0.415,7,-6.853,1,0.0632,0.394,0.00182,0.655,0.228,93.996,4
"hip_hop, reggae",Reggae,2005,49120,0.615,0.875,10,-4.283,0,0.243,0.0853,0.0,0.352,0.769,90.828,4
reggae,Reggae,2007,222093,0.709,0.687,0,-7.561,1,0.119,0.327,0.0,0.145,0.606,82.02,4
reggae,Metal,2013,211426,0.743,0.616,9,-11.202,0,0.0888,0.227,0.000411,0.267,0.947,83.11,4
"reggae, french",Reggae,2003,229040,0.842,0.567,7,-6.189,1,0.0664,0.578,0.0,0.0617,0.928,118.204,4
"reggae, ska",Reggae,2006,250146,0.71,0.606,9,-4.89,1,0.0676,0.0236,1.91e-06,0.31,0.591,87.015,4
"rock, alternative_rock, reggae, ska",Rock,1999,129240,0.665,0.969,6,-5.338,0,0.0554,0.00838,0.000154,0.222,0.937,103.88,4
reggae,Reggae,1996,265760,0.814,0.666,7,-8.629,1,0.032,0.103,0.0,0.137,0.727,110.21,4
reggae,Reggae,2014,497973,0.799,0.256,5,-14.81,1,0.0686,0.0175,0.0459,0.0753,0.418,120.506,4
reggae,Reggae,2004,279626,0.639,0.568,9,-7.357,1,0.0708,0.0151,0.0,0.137,0.709,139.513,4
"rock, alternative_rock, reggae, ska",Rock,2001,229653,0.433,0.966,7,-5.82,1,0.107,0.00254,0.0,0.981,0.426,114.565,4
"reggae, french",Reggae,2004,299760,0.515,0.958,11,-4.505,0,0.175,0.259,0.0,0.767,0.428,98.415,4
reggae,Reggae,1996,213066,0.79,0.58,11,-8.538,1,0.224,0.187,0.0,0.0519,0.755,91.188,4
reggae,Reggae,1996,266026,0.837,0.709,10,-7.971,0,0.166,0.0992,0.0,0.145,0.544,95.86,4
reggae,Reggae,2001,42666,0.586,0.194,5,-13.59,1,0.891,0.762,0.0,0.732,0.779,84.062,4
"rock, alternative, reggae, mellow, ska",Rock,2016,258346,0.671,0.667,9,-11.693,1,0.044,0.0539,0.00604,0.0986,0.784,96.13,4
"reggae, ska",Reggae,2006,170333,0.682,0.796,9,-5.314,1,0.0299,0.00838,8.45e-05,0.101,0.799,143.744,4
"reggae, ska",Reggae,2016,216733,0.806,0.576,11,-9.65,0,0.159,0.00407,1.18e-06,0.0286,0.91,82.08,4
"rock, reggae, ska",Rock,2003,377506,0.528,0.965,6,-4.852,0,0.0641,0.00304,0.0524,0.546,0.757,157.003,4
"rock, alternative_rock, reggae, ska",Rock,1999,208306,0.763,0.846,0,-6.177,1,0.0511,0.0424,0.0,0.0718,0.943,94.856,4
reggae,Reggae,2006,184440,0.745,0.934,1,-4.681,1,0.213,0.107,9.8e-06,0.271,0.892,104.981,4
reggae,Rap,2002,254240,0.768,0.666,8,-8.06,1,0.184,0.283,1.84e-05,0.657,0.78,89.942,4
"reggae, electro",Rock,2007,294120,0.627,0.943,5,-5.956,1,0.276,0.411,0.91,0.0947,0.32,90.27,4
reggae,Reggae,2008,184386,0.811,0.556,7,-6.249,1,0.216,0.0898,0.0,0.189,0.799,136.24,4
"reggae, ska",Reggae,2011,184972,0.842,0.516,0,-8.04,1,0.174,0.375,0.805,0.352,0.685,121.61,4
"punk, punk_rock, reggae, ska",Punk,2009,165306,0.612,0.846,9,-6.46,1,0.0877,0.007,4.39e-05,0.101,0.636,166.076,4
reggae,Reggae,1998,185026,0.777,0.359,7,-9.077,0,0.118,0.071,0.69,0.119,0.663,144.574,4
reggae,Reggae,2012,173146,0.756,0.359,9,-12.811,1,0.232,0.0668,0.00062,0.274,0.461,72.293,4
reggae,Reggae,2001,72440,0.667,0.616,9,-7.1,1,0.291,0.229,0.0,0.325,0.874,79.004,4
"hip_hop, reggae",Rap,2006,201866,0.845,0.785,8,-5.683,1,0.0858,0.0572,0.0585,0.0767,0.843,147.033,4
"rock, acoustic, reggae, chill",Rock,1999,454066,0.62,0.709,5,-7.292,1,0.0458,0.122,0.000338,0.949,0.497,90.704,4
reggae,Reggae,2006,285973,0.408,0.854,2,-3.665,0,0.0688,0.416,0.0,0.475,0.635,83.228,4
"reggae, french, ska",Reggae,2004,233426,0.773,0.917,7,-3.434,1,0.0912,0.0466,1.94e-05,0.703,0.598,94.979,4
"reggae, polish",Reggae,2007,265133,0.771,0.734,0,-8.676,1,0.062,0.0509,0.0,0.0993,0.794,91.503,4
reggae,Reggae,2011,239773,0.611,0.409,9,-11.316,0,0.17,0.154,0.0,0.0732,0.503,66.649,4
reggae,Reggae,2013,213146,0.795,0.306,0,-13.1,1,0.242,0.285,6.67e-05,0.0844,0.719,92.098,4
"rock, 90s, reggae",Rock,2016,350216,0.339,0.863,1,-6.56,1,0.0491,0.000141,0.104,0.577,0.233,85.265,4
reggae,Reggae,2007,204506,0.811,0.688,7,-8.476,1,0.0662,0.0274,0.0,0.372,0.494,91.957,4
reggae,Reggae,2007,220426,0.767,0.445,7,-8.979,0,0.0411,0.0378,3.27e-05,0.254,0.89,126.982,4
"reggae, ska",Rock,1968,141453,0.806,0.334,5,-13.65,1,0.0465,0.813,0.084,0.127,0.968,113.328,4
"rock, alternative, reggae",Rock,2009,235773,0.538,0.9,1,-3.923,1,0.0579,0.00888,0.0,0.284,0.347,168.038,4
"rock, alternative, chillout, 90s, hip_hop, reggae, ska",Rock,1997,220440,0.727,0.494,1,-10.075,1,0.0292,0.201,0.000144,0.109,0.565,130.239,4
"reggae, ska",Reggae,2009,165053,0.881,0.38,10,-8.549,1,0.1,0.702,0.000112,0.127,0.85,95.92,4
"rock, alternative, reggae, chill",Rock,2001,187066,0.591,0.915,11,-6.857,0,0.0527,0.0286,0.000175,0.322,0.504,105.161,4
"rock, alternative, singer_songwriter, new_wave, reggae, post_punk, 70s, ska",Rock,2008,361813,0.48,0.597,9,-9.592,0,0.0626,0.15,6.88e-05,0.231,0.643,133.136,4
"punk, reggae, ska",Reggae,2000,65440,0.722,0.243,7,-15.356,1,0.0562,0.784,0.448,0.175,0.604,140.051,4
"reggae, ska",RnB,2012,183666,0.801,0.448,10,-10.051,1,0.0458,0.0947,0.45,0.0694,0.892,85.107,4
"reggae, ska",Pop,2000,174065,0.86,0.682,2,-6.961,1,0.0369,0.0115,0.00312,0.115,0.878,99.036,4
"reggae, ska",Reggae,2014,105649,0.243,0.949,11,-4.951,0,0.0676,0.101,0.000896,0.401,0.653,172.196,4
"reggae, ska",Reggae,1997,191413,0.467,0.703,0,-7.634,1,0.0655,0.00389,2.47e-05,0.251,0.647,138.926,4
reggae,Reggae,2007,221533,0.652,0.578,1,-9.1,1,0.259,0.162,0.0,0.324,0.656,83.502,4
reggae,Latin,2005,214666,0.75,0.712,5,-6.332,1,0.0487,0.189,0.00197,0.199,0.85,92.002,4
"alternative, progressive_rock, reggae, ska",Rock,2006,174200,0.465,0.977,2,-4.684,1,0.0713,0.000127,0.000447,0.281,0.548,102.077,4
"rock, reggae, cover",Rap,2009,190213,0.656,0.948,2,-4.825,1,0.072,0.00725,0.0,0.0814,0.96,129.881,4
"pop, reggae",Pop,2001,219493,0.728,0.599,4,-7.904,0,0.0275,0.121,1.67e-05,0.0735,0.971,93.474,4
reggae,Reggae,1997,230786,0.789,0.478,1,-14.536,1,0.3,0.109,0.213,0.264,0.965,78.581,4
reggae,Reggae,2006,338120,0.852,0.766,2,-5.019,1,0.232,0.0574,0.0,0.24,0.732,90.02,4
reggae,Reggae,1991,189493,0.747,0.639,11,-5.865,1,0.038,0.0151,0.0,0.0724,0.686,132.597,4
reggae,RnB,2013,170706,0.631,0.608,1,-9.944,1,0.0582,0.0639,9.8e-05,0.0816,0.606,167.721,4
"rock, reggae",Latin,2000,194173,0.579,0.648,4,-6.624,0,0.0533,0.247,8.64e-06,0.211,0.74,68.467,4
reggae,Reggae,2001,172200,0.757,0.777,9,-5.86,0,0.354,0.0354,0.0,0.726,0.571,99.489,4
reggae,Reggae,2003,158520,0.757,0.523,3,-7.918,1,0.0391,0.487,0.000511,0.11,0.648,98.0,4
reggae,Reggae,2010,333093,0.785,0.49,6,-7.411,1,0.109,0.0606,0.0144,0.139,0.357,73.26,4
"soul, reggae",Country,2012,243226,0.636,0.448,9,-11.314,1,0.0449,0.401,0.0,0.723,0.66,114.261,4
"reggae, ska",Reggae,2011,142240,0.784,0.474,0,-11.793,1,0.222,0.125,0.0,0.134,0.959,126.656,4
"reggae, ska",Reggae,1997,420840,0.61,0.469,9,-9.743,0,0.238,0.132,0.129,0.168,0.378,167.274,4
"pop, american, male_vocalists, 00s, mellow, pop_rock",Pop,2007,186306,0.477,0.613,0,-3.238,1,0.0279,0.324,0.0,0.129,0.381,159.811,4
"rock, pop, american, male_vocalists, love, 00s, pop_rock",Pop,2007,243626,0.758,0.714,7,-5.027,1,0.0382,0.00788,1.34e-06,0.0636,0.403,119.971,4
"rock, pop, american, male_vocalists, 00s, pop_rock",Pop,2008,214250,0.74,0.872,9,-5.55,0,0.101,0.0443,0.00144,0.855,0.703,142.007,4
"rock, alternative, indie_rock, american, 00s",Rock,2001,229733,0.394,0.868,9,-4.209,1,0.0384,0.000211,0.0,0.0952,0.364,113.605,4
"alternative_rock, indie_rock, american",Rock,2016,183093,0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,4
"rock, indie, american, indie_pop, beautiful",Rock,2011,153813,0.33,0.594,1,-10.384,0,0.031,0.00018,0.2,0.208,0.424,141.404,3
"alternative, american, indie_pop, male_vocalists, emo",Rock,2016,158666,0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,0.651,94.481,4
"rock, alternative, american, emo, love, pop_rock",Rock,2006,217693,0.321,0.61,4,-5.733,1,0.0339,0.000466,0.0,0.129,0.29,203.707,4
"indie, indie_rock, american, indie_pop, beautiful, mellow",Rock,2008,291640,0.506,0.538,5,-10.123,0,0.0277,0.677,0.0199,0.233,0.555,106.102,4
"indie_rock, american",Rock,2015,226999,0.552,0.851,2,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,4
"indie, indie_rock, american, indie_pop, beautiful, 00s, synthpop",Rock,2008,223973,0.534,0.94,11,-3.148,1,0.0507,0.000864,0.0,0.128,0.525,122.968,4
"electronic, alternative, indie, american, 00s",Rock,2009,342533,0.394,0.756,4,-4.521,1,0.0486,0.0413,0.0188,0.117,0.499,186.99,3
"rock, alternative, alternative_rock, american, emo",Rock,2005,196906,0.481,0.783,10,-3.731,1,0.031,0.0304,0.0,0.0965,0.435,135.067,4
"indie, female_vocalists, american, indie_pop, love",Rock,2002,200933,0.505,0.73,9,-5.904,1,0.0256,0.0995,0.0016,0.107,0.373,106.243,4
"rock, female_vocalists, alternative_rock, indie_rock, american",Pop,2015,196160,0.438,0.913,9,-3.438,1,0.0558,0.000142,0.00393,0.145,0.21,118.963,4
"alternative, american",Electronic,2013,186600,0.592,0.891,5,-4.766,0,0.0522,0.000912,0.000128,0.25,0.571,127.955,4
"indie, indie_rock, american, indie_pop, love",Rock,2005,280613,0.406,0.864,9,-5.399,1,0.0397,0.0815,0.0,0.196,0.686,150.997,4
"rock, alternative, alternative_rock, american, emo, beautiful",Rock,2007,206960,0.475,0.851,1,-5.062,1,0.0334,0.00124,0.0,0.31,0.194,141.121,4
"indie, indie_rock, american, indie_pop",Rock,2010,218093,0.608,0.683,2,-6.1,1,0.0292,0.632,0.0,0.305,0.673,124.97,4
"pop, american, rnb, male_vocalists",RnB,2017,210133,0.47,0.644,8,-8.296,1,0.107,0.512,0.0,0.0893,0.751,124.45,4
"rock, alternative, pop, american, male_vocalists, love, beautiful, pop_rock",Punk,2010,199066,0.656,0.846,9,-3.124,0,0.0258,0.0149,0.0,0.136,0.857,129.994,4
"rock, indie, american, love, 00s",Rock,2009,239453,0.598,0.688,4,-6.782,1,0.0268,0.0307,0.0249,0.131,0.729,107.233,4
"indie, indie_rock, american, indie_pop",Rock,2010,197080,0.747,0.432,2,-9.291,1,0.0349,0.339,0.00389,0.158,0.665,113.511,4
"indie, indie_rock, american, indie_pop",Rock,2010,127213,0.842,0.815,2,-3.416,1,0.0509,0.621,8.94e-06,0.127,0.962,169.143,4
"indie, indie_rock, american, indie_pop, male_vocalists, 00s, guitar",RnB,2014,263400,0.47,0.89,2,-4.672,1,0.0456,0.000798,1.23e-05,0.196,0.628,154.982,4
"rock, alternative, indie, american",RnB,2016,247793,0.637,0.686,9,-8.03,1,0.0568,0.278,0.00702,0.0576,0.652,132.992,4
"rock, pop, american, pop_rock",Pop,2012,255266,0.644,0.591,3,-2.83,1,0.0379,0.00284,4.17e-06,0.0939,0.361,168.154,4
"rock, indie, indie_rock, american, indie_pop",Rock,2010,224720,0.808,0.524,9,-11.773,1,0.126,0.517,0.0184,0.0892,0.432,172.396,4
"pop, american, rnb",Jazz,2016,181240,0.935,0.694,11,-5.849,0,0.101,0.0963,1.2e-06,0.479,0.834,123.824,4
"indie, indie_rock, american, indie_pop, mellow",Rock,2003,337906,0.436,0.439,0,-9.401,1,0.0332,0.0638,0.0,0.0958,0.138,106.275,4
"rock, alternative, alternative_rock, american, indie_pop, emo",Rock,2007,152960,0.466,0.94,11,-2.808,1,0.0439,0.000422,0.0,0.114,0.605,140.971,4
"indie, indie_rock, american, 00s, noise",Rock,2008,207426,0.225,0.978,2,-5.797,1,0.0956,0.000217,0.112,0.3,0.0389,125.601,4
"rock, alternative, alternative_rock, american, grunge",Rock,2010,265693,0.152,0.703,8,-9.16,0,0.0438,0.000555,1.92e-05,0.178,0.274,180.23,4
"pop, female_vocalists, american, pop_rock",Pop,2004,218440,0.455,0.84,9,-3.852,1,0.0415,0.0988,0.0,0.137,0.27,160.16,4
"rock, indie, indie_rock, american, indie_pop",Rock,2002,166040,0.456,0.901,0,-4.418,1,0.0962,5.36e-05,4.8e-06,0.147,0.609,187.706,4
"indie, american, 00s",Rock,2009,324106,0.304,0.413,4,-12.675,1,0.0343,0.65,0.664,0.113,0.0673,79.906,4
"indie_rock, american",Rock,2010,299200,0.789,0.548,11,-6.545,0,0.0314,0.343,0.000171,0.13,0.711,119.13,4
"rock, indie, indie_rock, american, indie_pop",Rock,2005,228253,0.375,0.582,9,-2.751,0,0.0343,2.98e-05,0.733,0.0744,0.401,81.946,4
"rock, alternative, alternative_rock, hard_rock, american",Rock,2007,236480,0.383,0.917,4,-5.418,1,0.0636,0.000273,4.09e-06,0.081,0.286,157.627,4
"indie_rock, american, indie_pop, 00s",Rock,2010,383720,0.585,0.752,0,-6.641,1,0.0265,0.0799,0.02,0.291,0.552,128.619,4
"indie, indie_rock, american, indie_pop",Country,2004,231106,0.476,0.687,0,-6.204,1,0.0455,0.214,0.000126,0.365,0.103,111.003,4
"rock, alternative, indie, indie_rock, american, indie_pop, love",Rock,2005,148546,0.497,0.939,9,-6.027,1,0.0388,0.012,0.000696,0.141,0.766,74.924,4
"rock, alternative, indie, american",Rock,2007,249253,0.668,0.53,0,-8.891,1,0.0237,0.62,0.639,0.311,0.536,102.3,4
"indie, indie_rock, american, post_punk",RnB,2012,185466,0.355,0.984,7,-4.259,0,0.106,0.402,0.781,0.196,0.316,142.887,4
"indie_rock, american",RnB,2018,253360,0.378,0.614,1,-8.941,0,0.0387,0.706,0.00766,0.129,0.481,175.926,4
"rock, alternative, alternative_rock, american, grunge",Rock,1991,258573,0.601,0.531,0,-12.232,1,0.035,0.000522,0.357,0.402,0.558,112.059,3
"rock, pop, american, male_vocalists, pop_rock",Metal,2012,163973,0.811,0.618,7,-6.853,1,0.041,0.00867,0.000243,0.144,0.769,115.058,4
"rock, alternative_rock, hard_rock, american",Rock,2007,287413,0.416,0.875,3,-4.335,0,0.044,0.00351,2.67e-05,0.113,0.283,149.968,4
"rock, american, pop_rock",Rock,2011,280813,0.531,0.749,0,-7.769,1,0.0271,0.0915,0.0,0.0611,0.44,104.591,4
